Plurals              Percentages 
apportionments       18.1818181818 
Girls                0.471698113208 
skylights            66.6666666667 
Outputs              2.77777777778 
quotas               50.0 
thieves              50.0 
cowbirds             75.0 
valuations           22.2222222222 
Stations             1.0752688172 
coals                22.8571428571 
syllables            87.5 
Virginians           25.0 
discoveries          20.9302325581 
aces                 17.6470588235 
overcoats            16.6666666667 
Loans                2.38095238095 
forecasts            33.3333333333 
polyesters           28.5714285714 
overalls             29.4117647059 
adherents            71.4285714286 
colts                26.0869565217 
shacks               50.0 
patterns             29.375 
Artists              5.26315789474 
moments              16.1512027491 
clocks               29.6296296296 
rooms                12.8878281623 
Negroes              35.5828220859 
stairways            25.0 
ferns                50.0 
Babylonians          50.0 
moralities           3.33333333333 
cosmetics            87.5 
villagers            50.0 
innocents            2.63157894737 
biologists           50.0 
fairies              50.0 
whispers             25.0 
increases            15.5303030303 
goings               0.250626566416 
pies                 27.7777777778 
bayonets             33.3333333333 
chairs               25.5813953488 
Agents               2.22222222222 
nerves               62.5 
indications          39.3939393939 
almonds              66.6666666667 
gymnastics           27.2727272727 
pillows              27.2727272727 
hallways             12.5 
salaries             14.5833333333 
therapists           9.52380952381 
reimbursements       50.0 
predispositions      66.6666666667 
stags                11.1111111111 
residences           6.45161290323 
loans                39.7058823529 
counties             30.3921568627 
Alsatians            33.3333333333 
Judgments            1.69491525424 
seeds                47.3684210526 
executives           13.2075471698 
Speakers             8.33333333333 
intermediates        9.52380952381 
letters              43.4262948207 
grotesques           10.0 
libertarians         66.6666666667 
roads                22.8448275862 
Gentiles             7.14285714286 
spots                34.4827586207 
riflemen             60.0 
specimens            32.3529411765 
hoosegows            50.0 
yarns                33.3333333333 
strengths            2.94117647059 
sergeants            9.09090909091 
proverbs             16.6666666667 
dollies              20.0 
places               13.9103554869 
imbalances           50.0 
books                33.9483394834 
leashes              25.0 
nurses               20.0 
availabilities       8.69565217391 
hearers              50.0 
vines                66.6666666667 
Benets               33.3333333333 
Families             1.25786163522 
trials               22.5165562914 
Buckets              12.5 
forests              18.3673469388 
details              44.53125 
tides                28.5714285714 
outlets              40.0 
cores                6.52173913043 
capers               50.0 
dolphins             66.6666666667 
draperies            66.6666666667 
hoots                10.0 
spokesmen            48.0 
misconstructions     50.0 
handymen             33.3333333333 
trims                4.7619047619 
gardens              28.7878787879 
frolics              33.3333333333 
blisters             40.0 
relationships        29.8387096774 
cm.                  58.3333333333 
votes                18.085106383 
bottoms              8.04597701149 
periodicals          55.5555555556 
derivations          20.0 
endings              8.82352941176 
invaders             83.3333333333 
walks                5.35714285714 
